51 ,1,386
131 ,1,723
211 ,4,670
291 ,7,230
371 ,5,-365
451 ,4,-770
531 ,6,-729
611 ,14,-260
691 ,42,328
771 ,66,683
851 ,73,628
931 ,60,270
1011 ,12,-100
1091 ,-49,-281
1171 ,-101,-272
1251 ,-81,-270
1331 ,-28,-340
1411 ,11,-392
1491 ,41,-280
1571 ,-1,149
1651 ,-31,712
1731 ,-12,1086
1811 ,-1,977
1891 ,29,184
1971 ,52,-1006
2051 ,25,-1890
2131 ,-1,-1793
2211 ,-13,-530
2291 ,-35,1257
2371 ,-57,2443
2451 ,-72,2277
2531 ,-72,889
2611 ,-71,-898
2691 ,59,-2398
2771 ,170,-2998
2851 ,121,-2387
2931 ,84,-346
3011 ,42,2787
3091 ,34,5411
3171 ,27,5194
3251 ,15,919
3331 ,10,-5368
3411 ,12,-8938
3491 ,10,-6166
3571 ,6,1703
3651 ,5,8788
3731 ,9,9387
3811 ,11,3154
3891 ,7,-4555
3971 ,4,-7766
4051 ,3,-5216
4131 ,1,-599
4211 ,2,2036
4290 ,5,2294
4371 ,5,2536
4450 ,5,3735
4530 ,5,3708
4611 ,3,78
4690 ,3,-5657
4770 ,4,-8441
4851 ,5,-4781
4930 ,4,3038
5010 ,5,8565
5091 ,6,7343
5170 ,7,1004
5250 ,8,-4725
5331 ,7,-5759
5410 ,4,-2832
5490 ,6,473
5570 ,6,1766
5650 ,6,1552
5730 ,7,1296
5810 ,6,1335
5890 ,7,816
5970 ,8,-648
6050 ,7,-2019
6130 ,6,-2065
6210 ,7,-733
6290 ,7,819
6370 ,6,1391
6450 ,7,931
6530 ,7,220
6610 ,8,-188
6690 ,7,-286
6770 ,6,-323
6850 ,6,-352
6930 ,7,-277
7010 ,7,-85
7090 ,8,102
7170 ,10,71
7250 ,9,62
7330 ,6,162
7410 ,7,254
7490 ,9,209
7570 ,8,8
7650 ,8,-174
7730 ,8,-200
7810 ,8,-92
7890 ,8,39
7970 ,9,106
8050 ,9,99
8130 ,8,58
8210 ,8,15
8290 ,9,-19
8370 ,7,-47
8450 ,6,-76
8530 ,7,-88
8610 ,8,-52
8690 ,7,27
8770 ,7,105
8850 ,5,127
8930 ,4,53
9010 ,6,-81
9090 ,7,-171
9170 ,7,-139
9250 ,7,-4
9330 ,8,116
9410 ,8,128
9490 ,6,39
9570 ,4,-57
9650 ,4,-81
9730 ,4,-41
9810 ,4,-5
9890 ,4,-8
